,account_id,count
18222,4082405,15
533,39577,15
20210,4982218,15
11140,2148875,15
11134,2147838,15
20624,5127178,15
20623,5127091,15
11051,2134254,15
18335,4109869,15
1282,95504,15
22360,5603296,15
3246,323969,15
15969,3515441,15
23879,6037233,15
9863,1919987,15
11531,2226677,15
13678,2805746,15
4496,510801,15
6628,1127643,15
388,29351,15
4630,529443,15
20926,5194402,15
20956,5199590,15
23904,6047800,15
16053,3535359,15
12833,2520554,15
5508,834082,15
26738,6706432,15
13690,2812147,15
4484,509410,15
18401,4127878,15
14719,3168811,15
3991,420308,15
4019,422971,15
11597,2239011,15
10020,1956033,15
1042,78595,15
19583,4613792,15
8209,1559628,15
12160,2360327,15
4907,591344,15
1806,140321,15
16257,3586205,15
16255,3585763,15
16236,3580845,15
16246,3583280,15
2463,208361,15
25785,6589482,15
12698,2483974,15
4235,452152,15
8273,1572852,15
8349,1589511,15
10477,2031367,15
146,11343,15
16281,3595473,15
2884,272541,15
6796,1185531,15
11497,2221086,15
21762,5433937,15
7163,1290984,15
18915,4320582,15
24469,6205615,15
1496,113850,15
21627,5389164,15
3512,358222,15
26109,6636376,15
24987,6356602,15
11312,2187646,15
9328,1782873,15
18896,4303089,15
1160,86605,15
20536,5111401,15
3549,365576,15
19621,4623783,15
26662,6695683,15
12177,2364730,15
17358,3874165,15
21002,5209080,15
9271,1766524,15
4031,424697,15
6930,1226158,15
20416,5086890,15
7093,1272458,15
25337,6468328,15
18644,4202199,15
10392,2015372,15
10056,1964920,15
5409,795753,15
26956,6727296,15
16501,3655772,15
24641,6253853,15
26272,6661547,15
22152,5547942,15
8398,1600436,15
18828,4271561,15
7035,1258198,15
4549,517615,15
18715,4236617,15
14114,2970843,15
18764,4252925,15
14052,2951974,15
14208,3012585,15
20485,5102497,15
24241,6146122,15
1836,143543,15
1299,96825,15
19739,4769203,15
12422,2420354,15
8511,1619195,15
5314,770655,15
24224,6139520,15
16968,3782168,15
37,2826,14
1857,145379,14
5016,673710,14
5149,727829,14
5049,695805,14
3811,396749,14
1007,76599,14
21193,5258672,14
3854,403986,14
5308,769710,14
25634,6555094,14
4984,633192,14
24860,6317238,14
26615,6691461,14
19993,4871662,14
12240,2377412,14
12666,2475302,14
22255,5574097,14
8287,1576499,14
3281,329200,14
12611,2465213,14
19646,4635856,14
19927,4858926,14
8083,1539697,14
8049,1536375,14
12762,2500059,14
12788,2505054,14
12740,2494426,14
24608,6241805,14
4277,462649,14
5385,789269,14
16505,3658772,14
17321,3863656,14
16432,3636480,14
125,9749,14
16405,3629162,14
1034,78161,14
2075,164215,14
16321,3605682,14
5441,804530,14
16116,3548303,14
9979,1946052,14
11959,2321361,14
11981,2326078,14
22421,5616837,14
1385,103248,14
12906,2548635,14
19438,4572942,14
22079,5525788,14
22361,5603584,14
26469,6680698,14
21267,5283891,14
5522,839441,14
15995,3520578,14
15992,3519962,14
5609,858728,14
25557,6540397,14
17619,3947836,14
4875,584685,14
9890,1924964,14
20099,4921475,14
8866,1706071,14
8847,1702499,14
21965,5489574,14
25751,6580912,14
25202,6420433,14
13134,2621869,14
13053,2597819,14
13002,2581498,14
25083,6385638,14
3724,386157,14
23803,6018845,14
1796,139152,14
23789,6014083,14
4844,578229,14
978,74903,14
11837,2296360,14
11969,2324088,14
3412,345557,14
13289,2668746,14
7801,1474876,14
569,42297,14
7950,1517729,14
1408,106573,14
1094,80812,14
5825,934136,14
15724,3449270,14
15721,3448597,14
17714,3970825,14
20829,5173994,14
9803,1910027,14
11761,2277612,14
13385,2704396,14
19194,4466381,14
2001,156573,14
7605,1427229,14
7727,1459372,14
7697,1454616,14
22625,5670391,14
15676,3439188,14
6046,994328,14
26043,6626426,14
26871,6720196,14
9728,1897588,14
8996,1719790,14
25246,6437997,14
13549,2762003,14
7385,1355486,14
7434,1371900,14
25037,6374372,14
3457,350428,14
9715,1894145,14
15519,3394407,14
17857,3998488,14
17849,3997412,14
17892,4004892,14
15408,3364734,14
15390,3360153,14
6185,1029561,14
15338,3346536,14
271,19339,14
21799,5449319,14
25034,6372914,14
24713,6273312,14
19028,4379554,14
22873,5751346,14
4494,510606,14
22843,5742533,14
7276,1325397,14
20212,4982692,14
17976,4022388,14
6146,1019605,14
3972,418160,14
1915,149658,14
1659,126206,14
9177,1752890,14
22909,5761505,14
7201,1301301,14
18926,4326253,14
13810,2855243,14
18949,4336323,14
4510,513705,14
21771,5437356,14
26342,6671373,14
21812,5453788,14
24775,6290671,14
9567,1858995,14
18079,4046532,14
26085,6633082,14
1940,151544,14
26083,6632555,14
6316,1060293,14
23432,5928350,14
9529,1848091,14
21698,5411035,14
25000,6361701,14
3525,360680,14
11424,2207283,14
24726,6276989,14
13934,2903724,14
22923,5768068,14
26136,6640553,14
476,35923,14
13823,2861113,14
22966,5780621,14
15009,3257460,14
2768,251852,14
18176,4068307,14
4685,537462,14
6476,1094435,14
18203,4075746,14
14938,3234333,14
14915,3224608,14
14910,3222905,14
9501,1840905,14
2028,159839,14
24743,6282614,14
436,32347,14
14137,2980879,14
18725,4238983,14
457,33856,14
18813,4266887,14
18825,4270470,14
13945,2907046,14
7003,1248690,14
14341,3051915,14
3543,364752,14
24997,6360656,14
24983,6355611,14
11302,2184497,14
9305,1777170,14
18630,4194992,14
6570,1116276,14
14894,3218078,14
14860,3209047,14
23278,5884235,14
18253,4089234,14
9459,1821798,14
11098,2140859,14
11228,2166128,14
26786,6712514,14
14363,3059127,14
23149,5847576,14
4565,520348,14
14336,3050622,14
18582,4175668,14
6669,1136864,14
6660,1135363,14
4646,531808,14
26094,6634808,14
14655,3148969,14
24397,6185929,14
18409,4128683,14
14570,3122790,14
2843,265373,14
2032,160237,14
23170,5853292,14
6730,1149673,14
23190,5859585,14
25801,6592606,14
10165,1982673,14
16789,3733811,14
16862,3751799,14
76,6470,14
17190,3831909,14
24189,6130267,14
5167,731382,14
10383,2014118,14
10376,2012240,14
8597,1636750,14
25104,6394791,14
3322,334081,14
12336,2397831,14
12293,2389859,14
19874,4844795,14
16855,3750990,13
8493,1615722,13
12492,2437128,13
8433,1606775,13
24630,6248193,13
19704,4728807,13
689,56195,13
12516,2443279,13
19703,4728720,13
722,57419,13
21043,5219821,13
16650,3691610,13
61,5204,13
2374,197695,13
21177,5254745,13
10175,1984115,13
3825,400209,13
24968,6350291,13
11293,2182778,13
21636,5391785,13
26778,6711842,13
3997,420684,13
26361,6672542,13
11111,2143255,13
20592,5121674,13
20576,5120103,13
14557,3118890,13
14604,3131774,13
18399,4126937,13
23203,5864538,13
23230,5873765,13
4628,529340,13
14677,3155503,13
14702,3163100,13
26799,6713212,13
18583,4176018,13
2274,185312,13
6886,1215871,13
23155,5848419,13
14393,3069749,13
14454,3086987,13
14462,3090155,13
20510,5107152,13
11243,2170094,13
21577,5374271,13
25912,6610776,13
356,25647,13
18266,4093374,13
23276,5884102,13
6521,1103292,13
18235,4085008,13
18237,4086015,13
18215,4079490,13
20481,5101342,13
14224,3018440,13
14293,3039470,13
6879,1214514,13
4539,516281,13
9381,1796808,13
9382,1796861,13
11277,2177099,13
20521,5109175,13
9279,1767659,13
9281,1768149,13
18775,4255104,13
14118,2971982,13
23044,5816811,13
4543,517116,13
14126,2977997,13
24764,6288126,13
2750,249786,13
9542,1851525,13
10966,2119571,13
3607,373250,13
13815,2858262,13
13818,2859868,13
13800,2853897,13
13877,2884525,13
7083,1269185,13
3615,373867,13
15180,3306228,13
18119,4054685,13
18114,4053512,13
6311,1059734,13
25439,6501885,13
10892,2106028,13
26739,6706438,13
3036,298663,13
7207,1302568,13
13761,2841350,13
25296,6454066,13
24735,6279569,13
24941,6342162,13
9598,1866836,13
9637,1879111,13
15205,3311330,13
286,19657,13
6290,1054075,13
10815,2093568,13
10823,2094739,13
10843,2098030,13
3665,380953,13
15316,3340927,13
506,37689,13
13607,2780688,13
13613,2783398,13
7363,1350587,13
7246,1314357,13
25276,6447008,13
7297,1330831,13
6152,1022792,13
26055,6628046,13
1696,129441,13
26866,6719957,13
26862,6719671,13
3657,379705,13
3434,348561,13
22731,5701394,13
13494,2742784,13
19094,4414835,13
25247,6438528,13
13515,2750112,13
22706,5694644,13
13565,2769600,13
785,61646,13
1107,81589,13
21406,5323650,13
25509,6526071,13
26046,6626991,13
26041,6626010,13
5950,968547,13
5985,977331,13
15647,3430440,13
15674,3438274,13
9743,1901089,13
9797,1909355,13
20123,4936712,13
8891,1709123,13
22613,5668573,13
1984,154731,13
22637,5673979,13
22616,5668769,13
20196,4973960,13
11760,2277488,13
24920,6334459,13
21344,5300680,13
4810,570309,13
15723,3448896,13
2325,192938,13
15765,3459542,13
17686,3963766,13
1092,80750,13
9877,1922837,13
11919,2312951,13
7888,1502391,13
4321,470080,13
7754,1464723,13
7807,1476831,13
13248,2655576,13
11931,2315616,13
763,60143,13
936,71508,13
5710,895548,13
15829,3473386,13
25533,6533866,13
1746,133826,13
5755,908750,13
15883,3492172,13
17624,3949011,13
15941,3507215,13
24916,6332882,13
26298,6665684,13
25754,6583308,13
19388,4560643,13
13147,2626050,13
8770,1687846,13
8791,1690698,13
9939,1935552,13
25936,6615237,13
5575,852159,13
16211,3573900,13
26915,6724143,13
9999,1951520,13
22098,5535035,13
602,45209,13
25160,6411711,13
607,45764,13
22425,5618282,13
12953,2564572,13
13029,2590290,13
8719,1675108,13
970,74558,13
989,75775,13
23935,6057728,13
23917,6052197,13
17463,3904420,13
16338,3611192,13
2460,208267,13
2473,209275,13
5399,791607,13
5415,796865,13
17416,3887273,13
10492,2034457,13
10062,1966169,13
16420,3633066,13
16431,3635835,13
2438,205016,13
17260,3847831,13
16495,3654098,13
16515,3661144,13
3817,398357,13
22096,5534782,13
2168,171255,13
4309,467883,13
22334,5595099,13
19481,4589922,13
26673,6696883,13
24584,6235695,13
12877,2535082,13
12910,2550598,13
12684,2480422,13
8365,1592836,13
22299,5585243,13
3256,324660,13
8628,1642271,13
24654,6255965,13
10436,2021918,13
3753,389808,13
24873,6319912,13
1835,143436,13
24236,6143626,13
26960,6728183,13
17233,3841114,13
5261,760528,13
25948,6617333,13
10292,1996636,13
24153,6119537,13
3796,395230,13
16978,3784234,13
5019,675319,13
16816,3740066,12
24207,6135438,12
14884,3216700,12
5098,714036,12
14846,3203444,12
24146,6118211,12
31,2255,12
1010,76912,12
3855,404095,12
3827,400848,12
24081,6103911,12
5206,738635,12
15606,3419659,12
26981,6730472,12
25956,6618194,12
1581,121196,12
2765,251253,12
18240,4086957,12
14862,3209816,12
13241,2653540,12
7795,1473750,12
5983,975697,12
25497,6521600,12
13356,2695793,12
25219,6425393,12
7682,1452039,12
20965,5201482,12
2042,161426,12
26422,6678160,12
2101,166071,12
10462,2028424,12
10008,1954043,12
1041,78572,12
15663,3434593,12
15646,3430192,12
8039,1534274,12
22399,5611893,12
22395,5611062,12
12985,2575716,12
22355,5601594,12
1991,155489,12
15522,3395322,12
8104,1543602,12
19465,4578825,12
24905,6329108,12
14743,3174571,12
14733,3170639,12
6622,1126607,12
1603,122870,12
12865,2529978,12
8093,1542409,12
19494,4592274,12
19524,4600180,12
26236,6654005,12
8300,1579192,12
8265,1571216,12
632,47436,12
1996,156059,12
22642,5674423,12
23577,5964525,12
15462,3378509,12
15443,3373765,12
15434,3371842,12
17875,4002456,12
7535,1404159,12
4432,498453,12
21339,5299504,12
9817,1913011,12
25859,6601629,12
24222,6139228,12
5279,764258,12
24040,6090478,12
10743,2081964,12
2823,261400,12
14596,3130072,12
18443,4136902,12
4635,530250,12
18398,4126363,12
919,70161,12
1348,100767,12
5941,965658,12
23677,5983878,12
17696,3966479,12
19479,4588687,12
26889,6721484,12
15720,3448418,12
8363,1591838,12
22248,5572098,12
25776,6588335,12
23561,5960570,12
26176,6646745,12
12403,2414915,12
16563,3671766,12
24931,6338155,12
20816,5169711,12
10744,2082104,12
9650,1881496,12
9612,1869675,12
14495,3098886,12
9691,1890146,12
3889,409587,12
3887,409553,12
519,38630,12
24496,6215365,12
17929,4011252,12
13544,2760176,12
14933,3230911,12
14930,3229613,12
20774,5160295,12
24785,6293737,12
5361,782816,12
25251,6440044,12
19100,4418086,12
8531,1622652,12
22188,5558694,12
25923,6613749,12
25795,6591458,12
19973,4868286,12
19985,4869478,12
19914,4854654,12
12205,2371021,12
8540,1624153,12
23751,6004390,12
15840,3475380,12
22760,5712473,12
8751,1683214,12
4842,577993,12
1778,137758,12
5685,887663,12
20710,5146496,12
21520,5357023,12
9634,1877966,12
21485,5347114,12
21480,5346012,12
1635,124571,12
14333,3048978,12
2874,271007,12
6711,1147223,12
23186,5858728,12
2889,273551,12
1139,84888,12
9494,1835411,12
24249,6147555,12
16444,3639389,12
110,9131,12
5410,795800,12
14267,3033049,12
16524,3662725,12
5383,788177,12
26286,6663744,12
8626,1642027,12
26626,6692239,12
15217,3314220,12
293,20945,12
22815,5732488,12
514,38331,12
25326,6464443,12
18676,4219061,12
11095,2140613,12
11055,2134545,12
20565,5118323,12
1532,117129,12
8819,1699340,12
8753,1683557,12
26607,6690348,12
22910,5762171,12
8745,1681764,12
5643,868793,12
5630,864052,12
15888,3493312,12
1883,147214,12
11841,2298455,12
20543,5112645,12
20506,5106685,12
24986,6356335,12
25819,6595440,12
2730,246296,12
2751,249938,12
18190,4072332,12
23105,5837251,12
26114,6636483,12
11932,2315653,12
20112,4929729,12
11784,2282394,12
26731,6706068,12
18977,4351959,12
22897,5758118,12
7177,1294368,12
7168,1292112,12
7153,1288049,12
25811,6593891,12
1153,86152,12
9250,1764093,12
5466,812134,12
16389,3625645,12
11149,2150731,12
855,66071,12
2458,207914,12
1826,142770,12
7142,1282697,12
4109,434516,12
26907,6723401,12
26905,6723187,12
15968,3515295,12
6306,1058622,12
18130,4057922,12
17469,3906188,12
16156,3559401,12
16091,3542947,12
17521,3921470,12
809,63126,12
20417,5087868,12
26349,6672101,12
9143,1748489,12
1612,123188,12
6329,1063039,12
11480,2217786,12
20373,5071238,12
4094,432269,12
21782,5443082,12
9109,1743950,12
9104,1742927,12
5531,843174,12
17548,3928568,12
16188,3568981,12
13881,2885931,12
1512,115040,12
18104,4051827,12
26326,6669863,12
777,61129,12
11677,2259443,12
2016,158398,12
21879,5468216,12
26577,6688339,12
11547,2228814,12
26317,6669183,12
11492,2220285,12
18139,4059545,12
6337,1064434,12
3014,295412,12
20340,5053493,12
20437,5093033,12
20433,5091857,12
18262,4092159,12
10117,1976701,12
21218,5267542,12
10031,1958050,12
21172,5252768,12
10149,1980758,12
10199,1986843,12
2400,199813,12
24580,6234394,12
7992,1526998,12
8016,1530758,12
13020,2586995,12
12,624,12
3792,394793,12
10266,1993370,12
10251,1992357,12
16858,3751678,12
2358,195639,11
16919,3766113,11
24113,6110561,11
17161,3825706,11
21140,5246159,11
19327,4542976,11
13040,2594476,11
24057,6095838,11
5254,758415,11
25950,6617504,11
1576,120886,11
26700,6700804,11
26695,6699004,11
15693,3442269,11
17789,3987245,11
22589,5661358,11
22586,5660802,11
7730,1460443,11
22603,5665008,11
19307,4525009,11
7874,1498220,11
7663,1446118,11
7656,1444055,11
20404,5083598,11
6344,1065008,11
26076,6631494,11
21800,5449420,11
2544,218673,11
16002,3521934,11
6984,1243117,11
778,61133,11
11624,2244765,11
24698,6267920,11
23484,5942359,11
23481,5941733,11
15264,3327322,11
11602,2240525,11
26324,6669466,11
26321,6669313,11
2475,209365,11
16215,3574285,11
13966,2916378,11
13960,2914056,11
7139,1281488,11
20204,4977674,11
21928,5479903,11
5572,851341,11
5587,854026,11
5552,847532,11
17621,3948205,11
7118,1278191,11
5550,847336,11
4876,584775,11
299,21172,11
26565,6687720,11
9385,1797311,11
9312,1778736,11
14175,2994883,11
14999,3255419,11
6888,1216301,11
4579,522073,11
11950,2319503,11
8976,1716931,11
18978,4352489,11
18975,4351652,11
13689,2811842,11
2724,245264,11
25301,6454968,11
25426,6493819,11
3541,364153,11
21694,5410025,11
26605,6690195,11
12005,2329665,11
22860,5746167,11
18986,4356337,11
24664,6257714,11
4150,438202,11
4163,440569,11
15881,3491038,11
17650,3955351,11
13643,2792914,11
1990,155411,11
1510,114991,11
3420,347191,11
11847,2299813,11
11827,2292073,11
9387,1797972,11
18759,4251507,11
3602,372797,11
20607,5124427,11
20605,5124260,11
11088,2139112,11
3567,367843,11
14438,3082565,11
23122,5841092,11
4605,526059,11
20022,4884768,11
20009,4878928,11
12041,2334396,11
12019,2331634,11
8664,1652757,11
24674,6259589,11
2013,157601,11
18621,4192134,11
26522,6683568,11
4903,590513,11
18645,4204704,11
4931,595722,11
20672,5138294,11
22080,5525882,11
26263,6660284,11
26627,6692342,11
7338,1344667,11
2722,245008,11
15223,3315336,11
15237,3319891,11
22883,5755040,11
19037,4389025,11
468,35422,11
8550,1626021,11
26634,6692596,11
8428,1605627,11
8453,1609584,11
289,19901,11
6186,1029585,11
25537,6536931,11
7432,1370814,11
22727,5700524,11
19071,4402945,11
21538,5362051,11
18577,4174724,11
2252,182437,11
2876,271154,11
2774,253136,11
14921,3226175,11
13499,2744510,11
23372,5913058,11
6440,1087283,11
913,69977,11
10890,2105778,11
20751,5155365,11
5357,782042,11
25616,6551042,11
17315,3862039,11
17306,3859162,11
16516,3661163,11
16473,3648732,11
215,16327,11
5838,937742,11
5800,922089,11
5824,933580,11
10866,2102256,11
10828,2095442,11
9643,1880221,11
376,27584,11
934,71450,11
25117,6398071,11
24621,6246389,11
26035,6625456,11
15822,3471656,11
17692,3965387,11
26714,6702662,11
19149,4446634,11
2663,235184,11
15317,3341019,11
19066,4400838,11
22793,5724297,11
24602,6239914,11
8194,1556977,11
17703,3968625,11
6124,1013577,11
8376,1596165,11
25771,6588040,11
19593,4618644,11
8452,1609404,11
19721,4749477,11
26172,6646277,11
7602,1427012,11
26154,6643160,11
1302,96949,11
3305,332101,11
19744,4777743,11
16585,3675031,11
5256,759318,11
9866,1920743,11
10590,2055283,11
14637,3141797,11
18429,4134448,11
14555,3118526,11
18354,4113889,11
18382,4121586,11
18377,4120980,11
23146,5846394,11
14529,3108854,11
20856,5178033,11
3080,305524,11
13396,2709158,11
12726,2490680,11
25873,6604229,11
25230,6427917,11
19212,4475963,11
13311,2680295,11
26243,6655380,11
12744,2495488,11
17847,3997338,11
17811,3990835,11
7530,1402052,11
1452,110030,11
2416,201519,11
2437,204817,11
2428,203163,11
1844,144225,11
5293,766596,11
5262,760602,11
9719,1894880,11
10653,2067621,11
20895,5187343,11
20920,5192964,11
23232,5873918,11
23239,5875296,11
2827,261602,11
4641,531562,11
6513,1101884,11
6472,1093915,11
23373,5913228,11
19470,4580567,11
25868,6603893,11
22317,5589451,11
8181,1555335,11
26668,6696106,11
4788,565400,11
7637,1440261,11
10542,2044728,11
20975,5204184,11
20973,5204111,11
995,76142,11
2096,165423,11
1031,77978,11
10013,1954740,11
24810,6301237,11
3850,403557,11
8024,1531139,11
629,47129,11
24592,6236876,11
8026,1531677,11
2183,172594,11
10553,2046690,11
7800,1474829,11
2345,194343,11
5066,705358,11
17021,3791863,11
16727,3713614,11
21038,5216532,11
10404,2017195,11
16688,3701435,11
17219,3838466,11
17212,3837655,11
25672,6564464,11
246,17983,11
26884,6721213,11
26880,6720725,11
16625,3685551,11
16591,3677261,11
3519,358954,11
11503,2221581,11
18075,4045427,11
18074,4044984,11
15131,3294843,11
13850,2874001,11
13849,2872849,11
11488,2218718,11
17032,3794789,11
18264,4092947,11
10086,1971130,11
10407,2017588,11
10426,2020439,11
26438,6679190,11
10208,1988254,11
2365,196870,11
16863,3751961,10
24090,6107031,10
16667,3695253,10
25969,6619904,10
10350,2006035,10
21062,5224568,10
5165,731217,10
5170,731614,10
10227,1990059,10
1004,76523,10
24167,6124067,10
17113,3814112,10
2222,179441,10
26686,6698328,10
17253,3846720,10
16594,3678536,10
24200,6134321,10
1580,121075,10
23307,5894630,10
23305,5894065,10
23295,5890443,10
14890,3217467,10
14902,3221475,10
6550,1111134,10
20959,5200677,10
20954,5199367,10
9907,1927008,10
10465,2029557,10
2082,164663,10
10566,2050190,10
22320,5589726,10
8160,1551489,10
13328,2683252,10
13297,2673285,10
13295,2672550,10
1985,154801,10
1455,110236,10
6070,1001261,10
24295,6159440,10
1900,148561,10
22401,5613100,10
12939,2559307,10
12962,2567958,10
4300,466944,10
19323,4541807,10
13231,2649532,10
12805,2512699,10
12802,2512086,10
12796,2509077,10
8123,1546421,10
12671,2476198,10
8342,1587575,10
3258,324884,10
1976,154166,10
4386,484485,10
4406,489505,10
17861,3999828,10
1684,128370,10
24313,6164433,10
19434,4571861,10
19463,4578474,10
8080,1539605,10
25128,6400678,10
12712,2488121,10
19590,4615382,10
7621,1434406,10
7538,1406988,10
13384,2704376,10
13368,2701098,10
544,40662,10
634,47664,10
8196,1557051,10
4800,567643,10
24306,6162128,10
5902,956954,10
17706,3969351,10
15763,3459002,10
12835,2521176,10
690,56210,10
8446,1608868,10
4251,455652,10
5907,958397,10
2595,226022,10
19151,4447060,10
7484,1390736,10
4414,491146,10
1657,126080,10
15382,3357429,10
15350,3349525,10
17968,4018892,10
15287,3332632,10
4821,572310,10
5908,958887,10
26651,6694470,10
17659,3957683,10
15860,3482813,10
22752,5708599,10
1488,113170,10
3070,304549,10
25891,6607607,10
22820,5734208,10
13486,2740342,10
24277,6154497,10
4823,573028,10
19876,4845123,10
4205,446709,10
4222,449884,10
12437,2425547,10
3287,329534,10
12549,2451558,10
8611,1640557,10
8619,1641154,10
8585,1633036,10
26267,6660905,10
2306,190528,10
25453,6506454,10
15207,3311503,10
6241,1041469,10
6261,1048165,10
4728,549578,10
26056,6628091,10
19984,4869439,10
25793,6591088,10
25101,6394375,10
718,57238,10
15875,3488896,10
1788,138498,10
13650,2796176,10
19003,4363287,10
1479,112235,10
7350,1348142,10
19017,4371084,10
19045,4391504,10
508,37814,10
7348,1347809,10
4470,506948,10
12062,2340093,10
24675,6259702,10
12004,2329624,10
5693,890605,10
5661,880016,10
22085,5529554,10
26598,6689778,10
11888,2306438,10
1207,90065,10
1236,92419,10
1222,91581,10
18974,4351552,10
24472,6205883,10
4499,511380,10
7189,1297802,10
22870,5750365,10
25273,6445990,10
15895,3495275,10
15891,3494476,10
17653,3955804,10
5625,863363,10
1793,138845,10
11654,2252492,10
6247,1042819,10
7160,1289916,10
13808,2854947,10
13763,2842110,10
22931,5769471,10
3035,298608,10
3030,297573,10
11797,2285293,10
11793,2284659,10
20198,4975629,10
24684,6264054,10
25552,6539766,10
15950,3509624,10
23842,6028694,10
11850,2300548,10
11589,2237744,10
11562,2232448,10
9097,1740630,10
4115,434970,10
21833,5457583,10
3507,357643,10
7119,1278279,10
13820,2860537,10
24450,6199385,10
1540,117846,10
6325,1061525,10
6313,1060065,10
4882,586698,10
21850,5462239,10
1191,88972,10
11728,2271281,10
2992,291171,10
2961,286458,10
2954,284300,10
18863,4288166,10
14038,2947453,10
18817,4267586,10
13988,2923877,10
4528,514971,10
26929,6725667,10
26554,6687313,10
9161,1750665,10
21801,5449518,10
20280,5024264,10
17547,3928489,10
3472,352095,10
25023,6369392,10
4012,422209,10
24757,6287323,10
21637,5391974,10
14210,3012693,10
14173,2994315,10
6928,1225633,10
18173,4067736,10
14973,3242117,10
1651,125811,10
11381,2197831,10
1151,85938,10
1145,85642,10
9253,1764348,10
24259,6148904,10
23921,6053000,10
2471,208998,10
14362,3059005,10
23031,5805524,10
18717,4236909,10
25323,6463050,10
440,32469,10
14049,2950748,10
11076,2137854,10
24980,6354766,10
9441,1816441,10
4014,422713,10
21528,5358963,10
1113,82375,10
25593,6543795,10
26541,6685698,10
839,64653,10
9380,1796661,10
10975,2121414,10
10932,2112928,10
3983,419315,10
21473,5343866,10
18547,4166278,10
14371,3062315,10
24437,6196598,10
18602,4179553,10
11050,2134112,10
25825,6596811,10
20651,5132134,10
24771,6288867,10
21592,5377033,10
4914,592126,10
4908,591417,10
23957,6065048,10
14457,3087279,10
23187,5858910,10
14924,3226957,10
4672,535678,10
23384,5915496,10
6438,1086855,10
915,70086,10
20745,5154490,10
26382,6673966,10
26381,6673931,10
3978,418887,10
5370,784929,10
26963,6728684,10
4925,595190,10
5387,789821,10
24776,6290676,10
9779,1905401,10
9758,1902987,10
21384,5314103,10
9749,1902055,10
9717,1894398,10
21429,5330988,10
26489,6681843,10
21341,5300385,10
3681,382647,10
25381,6477612,10
14718,3168636,10
24392,6184595,10
6687,1142460,10
18456,4140391,10
10745,2082380,10
2069,163669,10
10567,2050250,10
26475,6680944,10
10620,2061171,10
9980,1946447,10
10003,1952638,10
26815,6713997,10
25402,6483775,10
2799,257777,10
25392,6481771,10
18321,4107294,10
18314,4105855,10
25919,6612539,10
25856,6601417,10
5330,775102,10
24031,6088117,10
21372,5310510,10
3163,313044,10
16861,3751744,10
6599,1122099,10
327,23337,10
350,25251,10
14805,3191972,10
6591,1121279,10
10109,1975960,10
10461,2027561,10
10412,2018658,10
10053,1964288,10
10041,1961600,10
21232,5271808,10
10187,1986051,10
17234,3841642,10
99,8459,10
25766,6586158,10
13161,2629947,10
19309,4525362,10
17787,3986888,10
15603,3419109,10
26883,6721159,10
15732,3451691,10
15710,3446087,10
15709,3445499,10
6010,981400,10
7771,1469148,10
22568,5654319,10
1444,109322,10
4374,481817,10
7690,1453506,10
22516,5643882,10
16959,3780862,9
27010,6733042,9
10311,1998996,9
3783,394030,9
10204,1988028,9
10223,1989965,9
21176,5254204,9
10180,1984507,9
10495,2035517,9
10498,2036043,9
10424,2020014,9
10408,2017753,9
5249,756138,9
5285,764767,9
26973,6729702,9
16604,3681849,9
3852,403780,9
24809,6301218,9
10450,2025658,9
3736,387916,9
3738,388307,9
2099,165746,9
18601,4179254,9
6805,1186246,9
4603,525944,9
18501,4150583,9
26768,6710626,9
18591,4177364,9
2253,182481,9
23414,5923215,9
1625,124210,9
6484,1095575,9
26811,6713836,9
26812,6713885,9
4614,526968,9
4589,524295,9
401,30339,9
18454,4139999,9
18143,4060803,9
322,23146,9
313,22542,9
18823,4269830,9
18795,4258427,9
13888,2887814,9
15079,3278928,9
26074,6630965,9
6388,1075182,9
18198,4074291,9
14184,3000506,9
6944,1232689,9
23032,5806439,9
26115,6636568,9
6858,1209236,9
4594,524934,9
23476,5941347,9
23462,5938742,9
4726,549396,9
22984,5787320,9
26127,6638328,9
7086,1270729,9
4524,514622,9
13824,2861277,9
13802,2853985,9
13831,2864249,9
22949,5774217,9
15096,3283580,9
25441,6502101,9
18048,4036284,9
15042,3266587,9
18155,4063823,9
7318,1337172,9
7327,1340286,9
7171,1293234,9
4472,507196,9
7127,1278964,9
22954,5775403,9
4514,513976,9
25910,6610638,9
13775,2845836,9
18950,4337635,9
18919,4323737,9
15270,3327998,9
6250,1044113,9
1668,126886,9
6291,1054174,9
23470,5940760,9
13510,2747901,9
7493,1392910,9
4448,501127,9
13536,2756850,9
19077,4404577,9
7424,1367372,9
23528,5953037,9
7332,1342345,9
7334,1344384,9
4464,503763,9
13577,2772255,9
19044,4391147,9
7357,1349513,9
19018,4371373,9
3039,299300,9
7282,1326191,9
7494,1393008,9
7464,1384943,9
7519,1399637,9
1447,109648,9
22679,5681900,9
7531,1402274,9
22678,5681879,9
23562,5960578,9
23546,5957198,9
23553,5958831,9
6138,1016170,9
17960,4017009,9
15342,3347054,9
7475,1387741,9
24495,6214685,9
7483,1390705,9
6026,986605,9
6082,1003809,9
1681,128109,9
22636,5673787,9
19230,4481615,9
19217,4476771,9
13321,2681686,9
6103,1008943,9
17826,3993263,9
17827,3993321,9
17804,3989883,9
22645,5675832,9
19175,4458817,9
19179,4460750,9
13383,2704084,9
3084,305830,9
579,43654,9
7826,1482261,9
7890,1502890,9
7895,1504865,9
3140,311402,9
7701,1456075,9
7671,1448554,9
24558,6228583,9
26192,6648207,9
26195,6648683,9
