,account_id,count
22171,5553381,2
22168,5553055,2
8486,1614581,2
4223,449898,2
8475,1613023,2
8472,1612598,2
8434,1606787,2
4250,455406,2
24614,6243391,2
4215,448953,2
24623,6246617,2
24620,6246275,2
4245,453461,2
4242,453015,2
15298,3335414,2
15295,3333892,2
15288,3332737,2
17982,4023054,2
18010,4029339,2
22210,5562793,2
8417,1604266,2
8414,1603704,2
8383,1596985,2
1303,96996,2
26260,6660149,2
26249,6657494,2
26248,6657448,2
8375,1594478,2
22230,5567990,2
22225,5566875,2
15311,3340003,2
15308,3339634,2
17966,4017917,2
8430,1606496,2
22218,5565389,2
8422,1605252,2
8407,1601769,2
8436,1607067,2
4266,459199,2
4257,457697,2
8343,1587817,2
8372,1594254,2
8364,1591997,2
22245,5570548,2
8339,1587101,2
8337,1586898,2
15346,3348145,2
269,19264,2
264,18930,2
26836,6716351,2
26833,6716223,2
26832,6716020,2
22237,5569344,2
22233,5568639,2
22253,5573447,2
22250,5572590,2
26242,6655289,2
26238,6654347,2
8307,1580280,2
8326,1584453,2
17932,4011547,2
17930,4011313,2
26830,6715560,2
15319,3341226,2
4254,456688,2
8318,1582514,2
8314,1581719,2
22261,5575954,2
22260,5575325,2
4269,460535,2
2688,239901,2
8293,1577497,2
8282,1575050,2
8250,1568788,2
22293,5583782,2
22276,5578332,2
22271,5577106,2
22267,5576852,2
8308,1580688,2
26244,6657042,2
2687,239719,2
2679,238426,2
15377,3356879,2
17957,4016727,2
17941,4012585,2
17940,4012438,2
8212,1560244,2
22310,5587327,2
22298,5585016,2
1363,101862,2
22284,5579831,2
22282,5578921,2
8275,1573434,2
8239,1566744,2
8236,1565492,2
15358,3351436,2
15357,3350857,2
15353,3349905,2
15379,3357174,2
25451,6505553,2
2667,236058,2
2693,240972,2
22321,5589770,2
22313,5588781,2
8202,1558175,2
8200,1557900,2
25877,6605073,2
24607,6241690,2
24605,6241279,2
4275,462198,2
4274,462130,2
17911,4007170,2
17909,4007064,2
17927,4011021,2
15364,3352494,2
1359,101571,2
8221,1562391,2
8214,1560877,2
8149,1549644,2
8178,1554842,2
8176,1554531,2
8175,1554526,2
8173,1554013,2
8197,1557224,2
26852,6718375,2
26850,6718079,2
26846,6717614,2
26844,6717331,2
15367,3353151,2
17925,4010894,2
17915,4007780,2
4271,461846,2
8187,1556229,2
22323,5590039,2
8087,1541587,2
4264,459068,2
4293,465990,2
8139,1548489,2
22342,5596772,2
22339,5596532,2
26224,6651854,2
26223,6651736,2
26221,6651688,2
26219,6651502,2
26842,6717269,2
275,19432,2
17890,4004746,2
17883,4004153,2
8163,1551783,2
8155,1550654,2
25867,6603577,2
4284,463699,2
4282,463294,2
8101,1542847,2
8097,1542657,2
1371,102425,2
1397,104539,2
17879,4003795,2
17877,4002541,2
17874,4002322,2
8116,1545756,2
8115,1545667,2
22384,5607504,2
22382,5607172,2
8130,1547212,2
8128,1546926,2
8007,1529212,2
22422,5617185,2
22419,5616506,2
8046,1535459,2
8069,1538803,2
22404,5613269,2
15467,3380277,2
17867,4001289,2
15446,3373968,2
15441,3373453,2
15436,3372168,2
15435,3371976,2
8064,1538323,2
8055,1537195,2
25871,6604162,2
25870,6604146,2
8002,1528598,2
7997,1527645,2
22414,5615597,2
22411,5614955,2
8032,1533029,2
4302,467155,2
4298,466558,2
24596,6237948,2
24591,6236867,2
17848,3997385,2
15494,3386873,2
15493,3386859,2
15458,3376905,2
15449,3374661,2
15474,3382321,2
8009,1529621,2
1412,106909,2
1411,106854,2
7966,1522070,2
7981,1525265,2
7977,1524730,2
7975,1524265,2
22434,5621197,2
22433,5620992,2
22431,5619956,2
22428,5618610,2
25467,6510117,2
25464,6509136,2
25463,6509042,2
17846,3997114,2
15464,3379209,2
8003,1528625,2
4323,471354,2
4322,470474,2
4317,469199,2
22439,5623742,2
7971,1523463,2
7970,1523310,2
1392,104402,2
1387,103711,2
7932,1513928,2
7930,1513642,2
22465,5630883,2
22464,5630769,2
15480,3384096,2
15498,3388160,2
25468,6512145,2
1414,107048,2
17828,3993349,2
4313,468800,2
7949,1517641,2
7925,1512630,2
7923,1512045,2
7917,1511365,2
7915,1511125,2
17833,3994057,2
15525,3396707,2
26869,6720011,2
26867,6719959,2
26865,6719886,2
15488,3386169,2
22457,5630030,2
4348,476596,2
4325,471719,2
22472,5632585,2
7892,1503222,2
7886,1502259,2
7883,1500794,2
7881,1500449,2
7911,1509650,2
7933,1514015,2
7900,1505256,2
7898,1505012,2
7896,1504868,2
22482,5634510,2
22480,5634282,2
15529,3398257,2
26859,6719538,2
262,18842,2
260,18802,2
1405,105936,2
1401,105011,2
22515,5643821,2
22514,5643692,2
7905,1506579,2
1422,107463,2
1421,107446,2
1420,107415,2
7869,1496750,2
22497,5639633,2
25491,6519083,2
25489,6518702,2
17817,3991562,2
15537,3399507,2
22479,5634281,2
22476,5633022,2
22536,5647749,2
22510,5642335,2
22507,5641215,2
7861,1490759,2
7852,1487732,2
22524,5645952,2
22522,5645429,2
22521,5644652,2
22520,5644448,2
17806,3990110,2
2638,232020,2
2633,231193,2
2660,234963,2
2648,233671,2
22495,5639112,2
7872,1497588,2
4357,478492,2
4355,478067,2
7822,1481537,2
7817,1479550,2
22527,5646722,2
22526,5646647,2
7789,1472943,2
7813,1478053,2
15569,3409578,2
15568,3409162,2
15587,3414008,2
7842,1486193,2
7840,1485723,2
7839,1485489,2
7838,1485320,2
22538,5648218,2
7780,1470808,2
22550,5650873,2
7767,1467664,2
22561,5653645,2
22556,5652480,2
22552,5651191,2
26875,6720492,2
240,17786,2
15576,3410618,2
15575,3410605,2
15605,3419239,2
15571,3409643,2
24547,6226033,2
4332,473837,2
4330,473532,2
4327,472698,2
7746,1463608,2
7741,1462553,2
26196,6648686,2
1435,108175,2
7738,1461786,2
22581,5658454,2
7726,1459084,2
7725,1458946,2
7724,1458808,2
15594,3416365,2
15592,3416177,2
25507,6524925,2
25506,6524578,2
25495,6520009,2
7758,1465101,2
7755,1464780,2
7698,1455119,2
4366,480175,2
7691,1453635,2
7717,1457898,2
7716,1457454,2
7711,1457145,2
7707,1456804,2
7676,1449285,2
15638,3427755,2
15601,3418485,2
15598,3417208,2
15596,3416435,2
22583,5660785,2
24561,6229592,2
24555,6228087,2
4369,480690,2
7649,1443140,2
7648,1442477,2
7647,1441964,2
7645,1441806,2
7641,1441205,2
7665,1446558,2
17775,3984066,2
15650,3430724,2
15648,3430470,2
17783,3986295,2
15621,3422705,2
22617,5669089,2
24546,6225613,2
24541,6224140,2
4390,485191,2
1988,155042,2
1451,109965,2
22644,5674650,2
4415,491348,2
4380,482994,2
22634,5673451,2
7635,1439763,2
7631,1438535,2
7630,1438508,2
7627,1437861,2
7653,1443555,2
1461,110537,2
1459,110520,2
17759,3980232,2
17752,3978847,2
17751,3978649,2
15669,3436846,2
22656,5678114,2
22652,5676890,2
22650,5676508,2
22648,5676131,2
22669,5681013,2
22640,5674260,2
7601,1426759,2
7595,1425968,2
7618,1432314,2
7617,1431055,2
26177,6646850,2
15702,3444097,2
15661,3433664,2
15659,3433153,2
15685,3441111,2
15683,3440978,2
26160,6643772,2
26159,6643410,2
26158,6643401,2
26156,6643220,2
22664,5679627,2
7569,1416716,2
7564,1416088,2
7558,1414938,2
15708,3445434,2
15706,3444985,2
17745,3976975,2
17744,3976879,2
17741,3975880,2
17738,3975695,2
17735,3974937,2
22661,5678966,2
4430,497504,2
4401,488132,2
24532,6222859,2
24529,6221839,2
24523,6220403,2
24522,6220210,2
24520,6219707,2
4421,492642,2
2619,229865,2
15728,3450778,2
15715,3446608,2
15713,3446346,2
7548,1411302,2
22677,5681869,2
22676,5681856,2
22674,5681424,2
7471,1386912,2
7498,1393858,2
7497,1393827,2
7526,1400250,2
7524,1400165,2
7522,1399868,2
7516,1399043,2
22694,5687638,2
17721,3972364,2
2643,232952,2
2608,228121,2
2604,227658,2
22687,5683899,2
22681,5682001,2
26162,6644286,2
7541,1407541,2
22718,5698409,2
7482,1390347,2
4407,489532,2
24514,6219092,2
24507,6217549,2
24506,6217291,2
26887,6721386,2
15722,3448656,2
15719,3447208,2
15748,3454445,2
17732,3974292,2
22701,5692705,2
22700,5692702,2
22698,5691276,2
7504,1396014,2
7503,1395885,2
22764,5713365,2
7428,1369391,2
1466,111033,2
7423,1367292,2
22753,5708872,2
22748,5707822,2
22747,5706520,2
22732,5701759,2
7445,1377649,2
7407,1360285,2
2616,229621,2
2326,193048,2
2323,192901,2
26892,6721876,2
7436,1373762,2
22725,5699613,2
4442,499800,2
4441,499634,2
1491,113471,2
22784,5718907,2
22782,5717849,2
22781,5717762,2
22775,5716588,2
7398,1358495,2
221,16836,2
220,16762,2
218,16728,2
15760,3458067,2
17699,3967000,2
17711,3970664,2
17705,3968710,2
17704,3968664,2
1469,111325,2
22795,5725731,2
22794,5725357,2
7382,1354729,2
7381,1354537,2
7371,1351786,2
17679,3961710,2
17690,3964484,2
15771,3459870,2
15769,3459815,2
15795,3464657,2
230,17176,2
1473,111639,2
25888,6607330,2
4429,497006,2
4451,501592,2
7346,1347444,2
7341,1346089,2
24477,6208010,2
4469,506744,2
4461,503578,2
7368,1351599,2
22810,5731844,2
22809,5731648,2
22807,5731473,2
7366,1351407,2
22831,5737018,2
22828,5736533,2
2304,190201,2
15823,3471805,2
15794,3464346,2
15793,3464179,2
22839,5740206,2
7314,1334979,2
7311,1334053,2
25894,6608316,2
7336,1344524,2
7328,1340635,2
7324,1339529,2
15804,3466238,2
15799,3465560,2
25518,6528729,2
2570,222209,2
2598,226634,2
2592,225708,2
2590,225480,2
2587,224945,2
22825,5736098,2
7286,1327868,2
7249,1314745,2
7299,1331236,2
7263,1320536,2
7259,1319327,2
7257,1318467,2
15842,3475486,2
15836,3474981,2
15833,3474547,2
15832,3474212,2
15813,3468143,2
15809,3467550,2
15808,3467531,2
22838,5740181,2
22834,5738361,2
22854,5745274,2
1507,114818,2
1502,114510,2
25882,6605666,2
25881,6605644,2
1989,155103,2
4456,502707,2
4455,502621,2
24484,6210929,2
24481,6209583,2
17657,3957024,2
15862,3483302,2
15861,3483011,2
15853,3479893,2
15815,3469074,2
7256,1318303,2
22863,5747360,2
7159,1289864,2
22932,5769570,2
22919,5766914,2
22917,5766398,2
7173,1293683,2
24453,6200682,2
15863,3484099,2
197,14698,2
2300,189617,2
188,14400,2
7212,1303305,2
7209,1302686,2
1486,113126,2
7198,1299717,2
7196,1299660,2
7266,1321914,2
22935,5770285,2
7158,1289699,2
26150,6642718,2
26143,6641720,2
22925,5768420,2
26135,6640164,2
1520,116010,2
1518,115920,2
7146,1284860,2
7145,1283584,2
203,14827,2
17647,3954820,2
17641,3953522,2
15849,3478451,2
15878,3490181,2
7164,1291042,2
24451,6199480,2
24442,6197252,2
24441,6197049,2
22956,5777331,2
7138,1281436,2
7134,1280625,2
7131,1279931,2
7102,1273783,2
7101,1273463,2
15923,3501861,2
15879,3490472,2
15910,3499618,2
15909,3499538,2
15899,3495675,2
212,15838,2
22938,5771409,2
7074,1267241,2
7069,1266616,2
25903,6609359,2
1974,154004,2
26125,6638209,2
26119,6637228,2
22978,5785225,2
7077,1267764,2
15925,3502017,2
2539,217658,2
2563,221121,2
2556,220648,2
4533,515456,2
22974,5783011,2
22972,5782342,2
7120,1278440,2
23026,5801931,2
23025,5801439,2
7039,1258778,2
7038,1258716,2
4532,515374,2
26129,6638645,2
22999,5791387,2
7053,1261871,2
7050,1261782,2
22998,5791259,2
17618,3947562,2
17614,3946802,2
17608,3945463,2
15897,3495464,2
17629,3950755,2
17627,3950364,2
23041,5815733,2
23035,5810769,2
23007,5793978,2
23006,5793941,2
7014,1250653,2
7013,1250593,2
7006,1248848,2
7004,1248736,2
15932,3503473,2
15928,3502903,2
17606,3944434,2
15914,3500093,2
22996,5790048,2
22991,5789081,2
22988,5788517,2
23027,5802424,2
6968,1237453,2
6996,1246074,2
6993,1245243,2
6987,1244098,2
6963,1236654,2
6959,1236297,2
6957,1235719,2
26918,6724439,2
17594,3941226,2
17591,3940419,2
15974,3516510,2
15971,3515694,2
7018,1252146,2
6986,1243887,2
6985,1243236,2
23043,5816713,2
23061,5822563,2
23058,5822040,2
23055,5821222,2
23053,5819995,2
23049,5819203,2
23048,5818896,2
23047,5818208,2
23064,5823343,2
6948,1233630,2
17583,3939021,2
17582,3938973,2
15965,3514562,2
15962,3514156,2
15988,3518954,2
174,12990,2
6973,1239045,2
4536,515730,2
24435,6196508,2
6947,1233309,2
6946,1233116,2
6935,1229175,2
6966,1237112,2
6922,1224490,2
23078,5829073,2
23074,5828352,2
17588,3940189,2
2520,215216,2
25554,6540168,2
25550,6539637,2
25544,6538082,2
6955,1235016,2
6952,1234583,2
6913,1221899,2
1538,117702,2
1535,117339,2
6871,1213526,2
6902,1219678,2
1554,119338,2
1553,119142,2
1551,118704,2
6906,1220542,2
23089,5832137,2
16003,3522130,2
15991,3519664,2
16022,3526839,2
16020,3525626,2
198,14703,2
4548,517529,2
6848,1206086,2
6847,1205742,2
6842,1204635,2
6841,1203972,2
6869,1212958,2
23103,5837159,2
6883,1215298,2
17553,3930929,2
17568,3934136,2
16032,3528567,2
16030,3528087,2
17578,3938549,2
6890,1216825,2
23084,5830607,2
6918,1223750,2
6916,1222031,2
6826,1200233,2
26111,6636386,2
26103,6635588,2
23121,5840991,2
23120,5840938,2
4604,525969,2
24420,6194207,2
24416,6192562,2
24410,6188961,2
16059,3536815,2
16058,3536655,2
16057,3536222,2
16046,3533919,2
16042,3532038,2
17557,3931161,2
6849,1206135,2
6819,1197341,2
6788,1184004,2
6785,1182930,2
1547,118351,2
1543,118106,2
23134,5843183,2
25569,6541774,2
25565,6541374,2
25560,6540867,2
16079,3540159,2
16066,3537892,2
16062,3537207,2
24408,6188764,2
23117,5840311,2
6813,1195877,2
6812,1194140,2
6744,1155341,2
23159,5849538,2
6770,1176718,2
6798,1185706,2
6764,1175538,2
6761,1165935,2
23153,5848073,2
23151,5847806,2
23150,5847757,2
23144,5845470,2
16082,3540835,2
2545,219001,2
2508,213686,2
2505,213351,2
25570,6541800,2
6821,1198694,2
23189,5859294,2
6681,1139276,2
6710,1147129,2
4608,526320,2
4606,526199,2
6731,1149778,2
6753,1156956,2
6752,1156442,2
16100,3545098,2
16098,3544726,2
26930,6725682,2
17540,3927121,2
17539,3926211,2
17535,3925344,2
17533,3924866,2
6747,1155661,2
6663,1135574,2
23222,5872112,2
23221,5872022,2
23218,5870828,2
6692,1143255,2
6689,1142714,2
26921,6724848,2
16071,3538752,2
16102,3545999,2
6702,1144989,2
23202,5864466,2
24399,6186578,2
24394,6185182,2
24391,6184552,2
1568,120393,2
1565,120183,2
6647,1132426,2
23238,5875135,2
6627,1127618,2
6619,1125961,2
6682,1140205,2
23236,5874263,2
23229,5873705,2
23226,5872444,2
6672,1137318,2
23241,5875991,2
16141,3555022,2
17516,3920431,2
17513,3919728,2
16118,3549125,2
16109,3547133,2
17508,3917710,2
6602,1123054,2
6600,1122124,2
23264,5880662,2
23257,5879424,2
23253,5879155,2
23252,5878750,2
24383,6182687,2
4618,527441,2
17498,3915222,2
16133,3552997,2
16129,3552422,2
16127,3551770,2
16119,3549635,2
6640,1130841,2
6637,1130281,2
6662,1135509,2
25911,6610715,2
1955,152520,2
4632,529455,2
26100,6635414,2
1605,122889,2
23282,5885554,2
6613,1125221,2
6597,1121743,2
16140,3554965,2
16139,3554899,2
16137,3554006,2
17491,3911833,2
17482,3908656,2
17481,3908469,2
6609,1124976,2
6605,1124464,2
16195,3570289,2
16194,3569830,2
16193,3569655,2
23332,5902587,2
23330,5902434,2
23329,5902361,2
6566,1115213,2
16189,3569280,2
23315,5898064,2
23314,5897573,2
23303,5893603,2
6579,1118057,2
23298,5891015,2
23296,5890650,2
6589,1120865,2
4673,535686,2
6509,1101299,2
6504,1100020,2
23341,5905768,2
6523,1103957,2
4687,537653,2
4661,533759,2
4659,533575,2
4658,533441,2
4650,532507,2
2518,215041,2
2517,214911,2
138,10736,2
137,10735,2
17472,3906812,2
17470,3906266,2
17468,3905918,2
6458,1091779,2
1600,122812,2
1593,122402,2
1592,122293,2
1620,123931,2
23359,5909504,2
23358,5909464,2
6475,1094304,2
145,11205,2
142,10964,2
2502,213098,2
2493,211748,2
6542,1107792,2
6541,1107447,2
6517,1102709,2
6512,1101849,2
23411,5921269,2
6436,1086634,2
6429,1084852,2
6426,1084248,2
23388,5916668,2
23386,5916428,2
154,11541,2
16201,3571524,2
16199,3570966,2
16187,3568740,2
16183,3565680,2
16208,3573172,2
4702,543452,2
6495,1098448,2
23365,5910784,2
1601,122852,2
4704,543703,2
6381,1073972,2
6400,1077666,2
23407,5920276,2
23406,5920145,2
23402,5918901,2
4680,536502,2
24371,6180046,2
16228,3579998,2
16226,3578997,2
16220,3575368,2
163,12056,2
157,11722,2
1632,124431,2
1631,124386,2
1630,124369,2
6330,1063105,2
23449,5935200,2
6353,1066733,2
6351,1066572,2
23441,5931785,2
23440,5931389,2
16238,3580875,2
16232,3580313,2
17434,3894394,2
17431,3894031,2
17450,3899752,2
6393,1076214,2
6370,1069657,2
6367,1069078,2
6360,1067936,2
23430,5927558,2
6279,1051126,2
23447,5934100,2
6339,1064704,2
6336,1064197,2
4698,540650,2
24345,6173575,2
4725,549074,2
25586,6543202,2
16286,3596814,2
16285,3596768,2
16252,3585182,2
16266,3589874,2
16263,3589164,2
17430,3893859,2
1654,126000,2
6334,1063718,2
4736,550577,2
1911,149467,2
6288,1052697,2
23473,5941043,2
23471,5940932,2
6308,1058917,2
6275,1050545,2
17417,3887457,2
17415,3887182,2
2481,209747,2
2478,209539,2
26080,6632066,2
6304,1058327,2
6315,1060268,2
23461,5938418,2
6287,1052620,2
16282,3595954,2
1640,125035,2
1670,127147,2
1660,126223,2
6248,1043854,2
23492,5944624,2
23490,5944219,2
16309,3601581,2
16303,3600703,2
16302,3600602,2
119,9379,2
26945,6726441,2
17423,3889690,2
17422,3889566,2
24336,6170703,2
4737,550614,2
23508,5948208,2
23503,5947121,2
23501,5946975,2
23496,5945924,2
6245,1042449,2
6231,1038626,2
6258,1047364,2
6257,1046971,2
4762,559689,2
1928,150576,2
150,11494,2
148,11400,2
147,11372,2
16300,3599858,2
17413,3886902,2
17406,3885613,2
6195,1031365,2
6193,1030897,2
6188,1029788,2
6184,1029542,2
23521,5951487,2
23520,5951315,2
23514,5949326,2
23511,5948642,2
17401,3884255,2
17399,3883969,2
16324,3606652,2
16320,3605393,2
16319,3604451,2
26935,6726014,2
6256,1046620,2
23509,5948213,2
2468,208667,2
2465,208515,2
6153,1023277,2
6181,1029116,2
6178,1028762,2
1655,126004,2
23557,5960184,2
16336,3610923,2
16333,3610327,2
26061,6628921,2
26060,6628417,2
6173,1028296,2
23536,5954580,2
6157,1024653,2
23533,5954246,2
6196,1031391,2
6129,1014874,2
6121,1013196,2
23568,5962171,2
6149,1022085,2
23556,5959649,2
23555,5959572,2
23552,5958668,2
23551,5958614,2
24327,6169219,2
4756,555608,2
4754,554709,2
4774,563598,2
16344,3612512,2
25583,6542602,2
25597,6544454,2
25596,6544053,2
17379,3880134,2
1672,127389,2
1698,129800,2
1694,129326,2
23582,5965227,2
23575,5963469,2
6087,1005280,2
6117,1012826,2
6105,1009780,2
17372,3877513,2
17370,3877289,2
17369,3876542,2
17367,3876348,2
16388,3625566,2
16357,3615302,2
16350,3614054,2
106,8836,2
16379,3622677,2
16406,3629414,2
16404,3629139,2
23587,5966857,2
23586,5966850,2
23585,5966029,2
24325,6168901,2
24324,6168430,2
24322,6167977,2
24318,6165637,2
16399,3627898,2
16398,3627871,2
16392,3626169,2
17382,3880445,2
17381,3880420,2
6080,1003669,2
6079,1003543,2
6075,1002123,2
6044,994006,2
4785,564910,2
1678,128012,2
23599,5969297,2
23593,5967896,2
6101,1008911,2
6100,1008817,2
6094,1007544,2
17366,3876326,2
17365,3876231,2
17355,3873522,2
113,9232,2
108,9008,2
23617,5973011,2
23615,5972528,2
23611,5971581,2
23608,5970518,2
1718,131059,2
1716,130904,2
1712,130807,2
16454,3642394,2
16453,3641978,2
16452,3641832,2
104,8640,2
103,8605,2
131,10022,2
16421,3633147,2
16411,3630338,2
23607,5970508,2
1692,129296,2
26049,6627292,2
6000,980457,2
24300,6160643,2
24296,6159468,2
1901,148882,2
17345,3870900,2
17339,3869387,2
17335,3866687,2
16437,3637835,2
16434,3637005,2
16433,3636546,2
16427,3634679,2
16425,3634018,2
6040,992356,2
23622,5973350,2
23651,5978462,2
23642,5976847,2
23641,5976522,2
6005,980896,2
6004,980869,2
5994,979864,2
6021,985294,2
6014,983050,2
6007,980934,2
5981,975297,2
2445,206269,2
2444,205627,2
2443,205448,2
25605,6548064,2
16486,3651989,2
16442,3639320,2
5942,966071,2
5935,964000,2
5927,961605,2
5949,967415,2
23668,5981505,2
4801,567656,2
4798,567200,2
24308,6163465,2
17329,3865277,2
17326,3864389,2
17325,3864164,2
2455,207809,2
2485,210400,2
25689,6568688,2
2339,193785,2
2336,193650,2
23703,5991213,2
23681,5984727,2
23679,5984143,2
23678,5984089,2
5904,957769,2
5898,955663,2
5896,955531,2
16471,3648192,2
16498,3654266,2
16497,3654228,2
16489,3652449,2
16462,3645059,2
16457,3643112,2
23664,5981209,2
1730,131787,2
1727,131605,2
1750,133928,2
1749,133915,2
5866,944238,2
23717,5994957,2
5889,954492,2
4817,571142,2
4837,577079,2
4834,576531,2
93,8238,2
17318,3863371,2
17317,3862911,2
17304,3858934,2
17303,3858580,2
16477,3650484,2
23698,5989533,2
5926,961435,2
2453,207443,2
23716,5994461,2
23727,5997190,2
23722,5996101,2
23719,5995071,2
5876,950554,2
5870,948783,2
5868,946230,2
5836,937027,2
2446,206642,2
16504,3658172,2
16533,3664183,2
16532,3664033,2
5905,957869,2
26029,6624787,2
26023,6624250,2
116,9305,2
115,9290,2
5831,936185,2
5861,943441,2
5859,943178,2
5857,942826,2
5850,941452,2
5847,939883,2
16522,3662349,2
16521,3661752,2
16520,3661621,2
25600,6545374,2
25610,6549118,2
25609,6549098,2
25608,6549059,2
2454,207581,2
24275,6154396,2
4825,573420,2
24292,6157894,2
24290,6157357,2
24288,6156316,2
23737,5999280,2
5841,937919,2
5839,937860,2
5810,927086,2
5808,925146,2
5805,924422,2
17285,3854288,2
17281,3853627,2
17276,3851042,2
26957,6727675,2
26955,6727177,2
5742,904817,2
1738,132823,2
23761,6007174,2
5816,931083,2
23756,6005570,2
5796,920655,2
5792,917537,2
5791,916978,2
5814,930014,2
1743,133351,2
17262,3848287,2
25693,6569797,2
2436,204774,2
2427,203139,2
2424,202865,2
5823,933485,2
16578,3674009,2
5737,903266,2
5735,902794,2
23780,6012173,2
23775,6010888,2
23788,6014069,2
23786,6013003,2
16571,3672874,2
16586,3675725,2
16584,3674745,2
16583,3674683,2
17270,3849612,2
5760,909713,2
5753,908602,2
1745,133473,2
1744,133472,2
5747,906655,2
5688,888869,2
5708,895191,2
5728,900543,2
5726,899366,2
25942,6615937,2
25941,6615864,2
4847,578881,2
4862,582419,2
4860,581470,2
17243,3843920,2
17241,3843336,2
17239,3843174,2
16613,3683104,2
71,6088,2
26980,6730413,2
5697,891533,2
23810,6021617,2
23809,6021103,2
1755,134164,2
1774,136653,2
5700,892067,2
25625,6553561,2
25624,6553503,2
16643,3690366,2
16640,3689519,2
26971,6729545,2
26968,6729307,2
101,8576,2
16629,3686327,2
5721,898458,2
5749,906717,2
23832,6027120,2
5636,865902,2
5662,880488,2
5683,887237,2
5681,886944,2
5675,885123,2
23814,6021857,2
5650,871455,2
17226,3839627,2
17223,3839278,2
16644,3690400,2
2423,202719,2
25619,6552177,2
2394,199254,2
25637,6555379,2
25632,6554934,2
23822,6023697,2
23821,6023281,2
24269,6153471,2
24267,6153242,2
4886,587821,2
1884,147232,2
17220,3838507,2
17213,3837896,2
17210,3837012,2
16662,3693940,2
16655,3692752,2
16622,3684867,2
17228,3839700,2
5648,870926,2
5640,867318,2
5669,883782,2
5621,862589,2
5610,859070,2
5608,858608,2
1770,135555,2
26022,6624243,2
26021,6623954,2
5578,852655,2
17199,3833519,2
17192,3832015,2
23815,6022138,2
1789,138599,2
5607,858520,2
23841,6028554,2
23838,6027897,2
5626,863488,2
23824,6024223,2
5566,850769,2
5565,850621,2
5560,848799,2
5583,853245,2
5548,847036,2
23850,6030284,2
5599,857195,2
5596,856157,2
17181,3829267,2
17179,3828836,2
17177,3828794,2
16665,3694667,2
16686,3701284,2
64,5477,2
60,5196,2
5592,854876,2
1813,141116,2
5537,844713,2
5532,843715,2
23885,6038730,2
23882,6037825,2
5545,846649,2
5543,845580,2
23878,6036809,2
25933,6614623,2
4881,586373,2
17188,3831557,2
2419,202136,2
25652,6561579,2
25648,6559086,2
25642,6556666,2
2406,200478,2
24258,6148641,2
5495,828396,2
5525,840691,2
1785,138337,2
5497,829773,2
4904,591033,2
4901,590059,2
4889,588252,2
4888,588219,2
16700,3703463,2
17174,3828241,2
17173,3828067,2
17172,3827386,2
84,7436,2
83,7334,2
5542,845417,2
23934,6057518,2
5478,821149,2
5476,817399,2
5470,813931,2
5468,813492,2
23943,6061089,2
16717,3711037,2
16711,3707318,2
16742,3719461,2
17175,3828388,2
16710,3706840,2
26004,6622419,2
23912,6051446,2
5489,826588,2
5488,826430,2
5484,824204,2
24251,6147944,2
4917,592667,2
4915,592305,2
23955,6064103,2
5462,811074,2
1830,142887,2
16762,3727097,2
17141,3818631,2
16737,3716368,2
16733,3715322,2
17155,3824314,2
17153,3823730,2
17151,3821300,2
17148,3820323,2
17146,3819318,2
23942,6060808,2
23975,6071398,2
5392,790610,2
5386,789345,2
5411,796030,2
4952,605106,2
4951,604481,2
16748,3722275,2
16766,3727809,2
5402,792040,2
5428,800215,2
5421,797841,2
1804,140148,2
23970,6069098,2
23966,6067513,2
5420,797651,2
4939,598465,2
4970,616623,2
24240,6145723,2
5356,781997,2
5354,781472,2
5353,781259,2
5351,779872,2
5348,779184,2
5345,778754,2
5344,778586,2
16776,3730748,2
16775,3730353,2
2396,199481,2
25657,6561821,2
2370,197053,2
5368,784863,2
23977,6071795,2
1815,141548,2
25984,6621143,2
1846,144301,2
24027,6087123,2
24023,6086628,2
4953,605458,2
23991,6075470,2
24014,6083902,2
24007,6082105,2
17115,3814271,2
16799,3735358,2
42,3230,2
17133,3817234,2
17132,3817167,2
17131,3816678,2
16785,3733192,2
5296,767058,2
5290,766366,2
5259,760041,2
25946,6616860,2
24226,6140117,2
24218,6138373,2
4982,631775,2
4979,627306,2
4974,623104,2
5309,769797,2
26986,6730895,2
17110,3812821,2
17105,3811804,2
17121,3815495,2
5321,771853,2
5320,771644,2
16854,3750919,2
24054,6094898,2
5284,764677,2
24058,6095942,2
5247,755740,2
5241,753032,2
16820,3740632,2
16818,3740338,2
16812,3739138,2
16831,3743456,2
26994,6732035,2
5276,763591,2
5272,762826,2
5300,768094,2
5299,767926,2
5298,767625,2
25686,6567894,2
25682,6567381,2
25673,6564955,2
2353,195174,2
5270,761995,2
4997,656175,2
4992,642991,2
4987,637610,2
4986,635746,2
5268,761852,2
16860,3751740,2
17092,3809064,2
17087,3807755,2
17082,3806453,2
17080,3806276,2
17079,3805988,2
24079,6102976,2
5238,752561,2
5197,736986,2
5196,736705,2
5195,736468,2
25967,6619600,2
25963,6619095,2
1862,145913,2
5226,749878,2
5224,746345,2
24070,6099829,2
24065,6099523,2
24062,6097945,2
16844,3746955,2
16842,3746416,2
16864,3752010,2
5155,729531,2
5151,728411,2
25943,6616144,2
1887,147502,2
24213,6136696,2
5204,738395,2
17064,3802996,2
16884,3756768,2
16848,3748559,2
16845,3747774,2
5191,735702,2
5220,742642,2
5214,740589,2
5175,732823,2
24098,6108236,2
24094,6107978,2
24132,6115420,2
